laus_code,state_fips,county_fips,county,state,year,labor_force,num_employed,num_unemployed,unemp_rate
CN3001100000000,30,11,Carter County,MT,2016,700,680,20,2.9
CN3001300000000,30,13,Cascade County,MT,2016,38358,36834,1524,4
CN3001500000000,30,15,Chouteau County,MT,2016,2554,2458,96,3.8
CN3001700000000,30,17,Custer County,MT,2016,6336,6112,224,3.5
CN3001900000000,30,19,Daniels County,MT,2016,948,923,25,2.6
CN3002100000000,30,21,Dawson County,MT,2016,4695,4514,181,3.9
CN3002300000000,30,23,Deer Lodge County,MT,2016,5354,5151,203,3.8
CN3002500000000,30,25,Fallon County,MT,2016,1845,1778,67,3.6
CN3002700000000,30,27,Fergus County,MT,2016,5851,5622,229,3.9
CN3002900000000,30,29,Flathead County,MT,2016,46127,43547,2580,5.6
CN3003100000000,30,31,Gallatin County,MT,2016,62403,60662,1741,2.8
CN3003300000000,30,33,Garfield County,MT,2016,776,754,22,2.8
CN3003500000000,30,35,Glacier County,MT,2016,5838,5334,504,8.6
CN3003700000000,30,37,Golden Valley County,MT,2016,384,367,17,4.4
CN3003900000000,30,39,Granite County,MT,2016,1636,1540,96,5.9
CN3004100000000,30,41,Hill County,MT,2016,7873,7531,342,4.3
CN3004300000000,30,43,Jefferson County,MT,2016,5698,5436,262,4.6
CN3004500000000,30,45,Judith Basin County,MT,2016,945,913,32,3.4
CN3004700000000,30,47,Lake County,MT,2016,13161,12538,623,4.7
CN3004900000000,30,49,Lewis and Clark County,MT,2016,35542,34372,1170,3.3
CN3005100000000,30,51,Liberty County,MT,2016,999,968,31,3.1
CN3005300000000,30,53,Lincoln County,MT,2016,7994,7275,719,9
CN3005500000000,30,55,McCone County,MT,2016,1047,1026,21,2
CN3005700000000,30,57,Madison County,MT,2016,4442,4274,168,3.8
CN3005900000000,30,59,Meagher County,MT,2016,920,883,37,4
CN3006100000000,30,61,Mineral County,MT,2016,1695,1566,129,7.6
CN3006300000000,30,63,Missoula County,MT,2016,61742,59432,2310,3.7
CN3006500000000,30,65,Musselshell County,MT,2016,2318,2200,118,5.1
CN3006700000000,30,67,Park County,MT,2016,8446,8084,362,4.3
CN3006900000000,30,69,Petroleum County,MT,2016,273,260,13,4.8
CN3007100000000,30,71,Phillips County,MT,2016,1952,1848,104,5.3
CN3007300000000,30,73,Pondera County,MT,2016,2916,2794,122,4.2
CN3007500000000,30,75,Powder River County,MT,2016,1094,1069,25,2.3
CN3007700000000,30,77,Powell County,MT,2016,2898,2752,146,5
CN3007900000000,30,79,Prairie County,MT,2016,529,511,18,3.4
CN3008100000000,30,81,Ravalli County,MT,2016,19677,18741,936,4.8
CN3008300000000,30,83,Richland County,MT,2016,6332,6016,316,5
CN3008500000000,30,85,Roosevelt County,MT,2016,4732,4479,253,5.3
CN3008700000000,30,87,Rosebud County,MT,2016,4142,3914,228,5.5
CN3008900000000,30,89,Sanders County,MT,2016,4748,4377,371,7.8
CN3009100000000,30,91,Sheridan County,MT,2016,1988,1923,65,3.3
CN3009300000000,30,93,Silver Bow County,MT,2016,17365,16619,746,4.3
CN3009500000000,30,95,Stillwater County,MT,2016,4863,4669,194,4
CN3009700000000,30,97,Sweet Grass County,MT,2016,1810,1754,56,3.1
CN3009900000000,30,99,Teton County,MT,2016,2869,2764,105,3.7
CN3010100000000,30,101,Toole County,MT,2016,2263,2184,79,3.5
CN3010300000000,30,103,Treasure County,MT,2016,358,342,16,4.5
CN3010500000000,30,105,Valley County,MT,2016,4454,4302,152,3.4
CN3010700000000,30,107,Wheatland County,MT,2016,810,769,41,5.1
CN3010900000000,30,109,Wibaux County,MT,2016,526,506,20,3.8
CN3011100000000,30,111,Yellowstone County,MT,2016,82053,79107,2946,3.6
CN3100100000000,31,1,Adams County,NE,2016,16673,16125,548,3.3
CN3100300000000,31,3,Antelope County,NE,2016,3628,3529,99,2.7
CN3100500000000,31,5,Arthur County,NE,2016,226,212,14,6.2
CN3100700000000,31,7,Banner County,NE,2016,418,402,16,3.8
CN3100900000000,31,9,Blaine County,NE,2016,268,256,12,4.5
CN3101100000000,31,11,Boone County,NE,2016,3005,2922,83,2.8
CN3101300000000,31,13,Box Butte County,NE,2016,5678,5463,215,3.8
CN3101500000000,31,15,Boyd County,NE,2016,1108,1073,35,3.2
CN3101700000000,31,17,Brown County,NE,2016,1369,1316,53,3.9
CN3101900000000,31,19,Buffalo County,NE,2016,27174,26462,712,2.6
CN3102100000000,31,21,Burt County,NE,2016,3576,3439,137,3.8
CN3102300000000,31,23,Butler County,NE,2016,4659,4503,156,3.3
CN3102500000000,31,25,Cass County,NE,2016,13138,12676,462,3.5
CN3102700000000,31,27,Cedar County,NE,2016,4570,4447,123,2.7
CN3102900000000,31,29,Chase County,NE,2016,2321,2271,50,2.2
CN3103100000000,31,31,Cherry County,NE,2016,3474,3390,84,2.4
CN3103300000000,31,33,Cheyenne County,NE,2016,5434,5272,162,3
CN3103500000000,31,35,Clay County,NE,2016,3341,3231,110,3.3
CN3103700000000,31,37,Colfax County,NE,2016,5559,5394,165,3
CN3103900000000,31,39,Cuming County,NE,2016,4740,4596,144,3
CN3104100000000,31,41,Custer County,NE,2016,6367,6210,157,2.5
CN3104300000000,31,43,Dakota County,NE,2016,11091,10612,479,4.3
CN3104500000000,31,45,Dawes County,NE,2016,5240,5077,163,3.1
CN3104700000000,31,47,Dawson County,NE,2016,13035,12628,407,3.1
CN3104900000000,31,49,Deuel County,NE,2016,1080,1050,30,2.8
CN3105100000000,31,51,Dixon County,NE,2016,3090,2983,107,3.5
CN3105300000000,31,53,Dodge County,NE,2016,19095,18476,619,3.2
CN3105500000000,31,55,Douglas County,NE,2016,288244,278273,9971,3.5
CN3105700000000,31,57,Dundy County,NE,2016,1196,1169,27,2.3
CN3105900000000,31,59,Fillmore County,NE,2016,3154,3062,92,2.9
CN3106100000000,31,61,Franklin County,NE,2016,1510,1463,47,3.1
CN3106300000000,31,63,Frontier County,NE,2016,1577,1530,47,3
CN3106500000000,31,65,Furnas County,NE,2016,2733,2653,80,2.9
CN3106700000000,31,67,Gage County,NE,2016,11062,10680,382,3.5
CN3106900000000,31,69,Garden County,NE,2016,1190,1149,41,3.4
CN3107100000000,31,71,Garfield County,NE,2016,1160,1128,32,2.8
CN3107300000000,31,73,Gosper County,NE,2016,1069,1040,29,2.7
CN3107500000000,31,75,Grant County,NE,2016,452,441,11,2.4
CN3107700000000,31,77,Greeley County,NE,2016,1224,1184,40,3.3
CN3107900000000,31,79,Hall County,NE,2016,31498,30292,1206,3.8
CN3108100000000,31,81,Hamilton County,NE,2016,4668,4531,137,2.9
CN3108300000000,31,83,Harlan County,NE,2016,1752,1706,46,2.6
CN3108500000000,31,85,Hayes County,NE,2016,594,579,15,2.5
CN3108700000000,31,87,Hitchcock County,NE,2016,1312,1262,50,3.8
CN3108900000000,31,89,Holt County,NE,2016,5881,5726,155,2.6
CN3109100000000,31,91,Hooker County,NE,2016,396,381,15,3.8
CN3109300000000,31,93,Howard County,NE,2016,3300,3185,115,3.5
CN3109500000000,31,95,Jefferson County,NE,2016,4239,4132,107,2.5
CN3109700000000,31,97,Johnson County,NE,2016,2086,2017,69,3.3
CN3109900000000,31,99,Kearney County,NE,2016,3752,3659,93,2.5
CN3110100000000,31,101,Keith County,NE,2016,4634,4492,142,3.1
CN3110300000000,31,103,Keya Paha County,NE,2016,667,653,14,2.1
CN3110500000000,31,105,Kimball County,NE,2016,1964,1880,84,4.3
CN3110700000000,31,107,Knox County,NE,2016,4690,4539,151,3.2
CN3110900000000,31,109,Lancaster County,NE,2016,169126,164244,4882,2.9
CN3111100000000,31,111,Lincoln County,NE,2016,18757,18153,604,3.2
CN3111300000000,31,113,Logan County,NE,2016,483,469,14,2.9
CN3111500000000,31,115,Loup County,NE,2016,391,377,14,3.6
CN3111700000000,31,117,McPherson County,NE,2016,458,447,11,2.4
CN3111900000000,31,119,Madison County,NE,2016,19186,18629,557,2.9
CN3112100000000,31,121,Merrick County,NE,2016,4026,3873,153,3.8
CN3112300000000,31,123,Morrill County,NE,2016,2671,2581,90,3.4
CN3112500000000,31,125,Nance County,NE,2016,2009,1952,57,2.8
CN3112700000000,31,127,Nemaha County,NE,2016,3661,3522,139,3.8
CN3112900000000,31,129,Nuckolls County,NE,2016,2374,2301,73,3.1
CN3113100000000,31,131,Otoe County,NE,2016,8334,8040,294,3.5
CN3113300000000,31,133,Pawnee County,NE,2016,1674,1634,40,2.4
CN3113500000000,31,135,Perkins County,NE,2016,1838,1796,42,2.3
CN3113700000000,31,137,Phelps County,NE,2016,4944,4814,130,2.6
CN3113900000000,31,139,Pierce County,NE,2016,4153,4038,115,2.8
CN3114100000000,31,141,Platte County,NE,2016,16953,16332,621,3.7
CN3114300000000,31,143,Polk County,NE,2016,2879,2799,80,2.8
CN3114500000000,31,145,Red Willow County,NE,2016,5997,5820,177,3
CN3114700000000,31,147,Richardson County,NE,2016,4235,4091,144,3.4
CN3114900000000,31,149,Rock County,NE,2016,884,860,24,2.7
CN3115100000000,31,151,Saline County,NE,2016,7325,7087,238,3.2
CN3115300000000,31,153,Sarpy County,NE,2016,91217,88442,2775,3
CN3115500000000,31,155,Saunders County,NE,2016,10958,10608,350,3.2
CN3115700000000,31,157,Scotts Bluff County,NE,2016,19035,18345,690,3.6
CN3115900000000,31,159,Seward County,NE,2016,8752,8490,262,3
CN3116100000000,31,161,Sheridan County,NE,2016,2748,2666,82,3
CN3116300000000,31,163,Sherman County,NE,2016,1724,1667,57,3.3
CN3116500000000,31,165,Sioux County,NE,2016,791,769,22,2.8
CN3116700000000,31,167,Stanton County,NE,2016,3451,3357,94,2.7
CN3116900000000,31,169,Thayer County,NE,2016,2919,2843,76,2.6
CN3117100000000,31,171,Thomas County,NE,2016,446,431,15,3.4
CN3117300000000,31,173,Thurston County,NE,2016,2976,2827,149,5
CN3117500000000,31,175,Valley County,NE,2016,2099,2037,62,3
CN3117700000000,31,177,Washington County,NE,2016,11017,10649,368,3.3
CN3117900000000,31,179,Wayne County,NE,2016,5610,5451,159,2.8
CN3118100000000,31,181,Webster County,NE,2016,1719,1662,57,3.3
CN3118300000000,31,183,Wheeler County,NE,2016,556,543,13,2.3
CN3118500000000,31,185,York County,NE,2016,7314,7106,208,2.8
CN3200100000000,32,1,Churchill County,NV,2016,10674,10095,579,5.4
CN3200300000000,32,3,Clark County,NV,2016,1048043,987211,60832,5.8
CN3200500000000,32,5,Douglas County,NV,2016,22439,21180,1259,5.6
CN3200700000000,32,7,Elko County,NV,2016,26974,25758,1216,4.5
CN3200900000000,32,9,Esmeralda County,NV,2016,530,506,24,4.5
CN3201100000000,32,11,Eureka County,NV,2016,1045,997,48,4.6
CN3201300000000,32,13,Humboldt County,NV,2016,8309,7862,447,5.4
CN3201500000000,32,15,Lander County,NV,2016,3186,2988,198,6.2
CN3201700000000,32,17,Lincoln County,NV,2016,2028,1925,103,5.1
CN3201900000000,32,19,Lyon County,NV,2016,21719,20118,1601,7.4
CN3202100000000,32,21,Mineral County,NV,2016,1972,1842,130,6.6
CN3202300000000,32,23,Nye County,NV,2016,16091,14915,1176,7.3
CN3202700000000,32,27,Pershing County,NV,2016,2502,2354,148,5.9
CN3202900000000,32,29,Storey County,NV,2016,1910,1789,121,6.3
CN3203100000000,32,31,Washoe County,NV,2016,230356,218851,11505,5
CN3203300000000,32,33,White Pine County,NV,2016,4569,4359,210,4.6
CN3251000000000,32,510,Carson City,NV,2016,24766,23258,1508,6.1
CN3300100000000,33,1,Belknap County,NH,2016,31336,30465,871,2.8
CN3300300000000,33,3,Carroll County,NH,2016,23586,22879,707,3
CN3300500000000,33,5,Cheshire County,NH,2016,41087,39959,1128,2.7
CN3300700000000,33,7,Coos County,NH,2016,14610,14035,575,3.9
CN3300900000000,33,9,Grafton County,NH,2016,48638,47447,1191,2.4
CN3301100000000,33,11,Hillsborough County,NH,2016,231348,224464,6884,3
CN3301300000000,33,13,Merrimack County,NH,2016,81366,79321,2045,2.5
CN3301500000000,33,15,Rockingham County,NH,2016,180714,175325,5389,3
CN3301700000000,33,17,Strafford County,NH,2016,72256,70457,1799,2.5
CN3301900000000,33,19,Sullivan County,NH,2016,23625,23065,560,2.4
CN3400100000000,34,1,Atlantic County,NJ,2016,124251,115053,9198,7.4
CN3400300000000,34,3,Bergen County,NJ,2016,484167,463988,20179,4.2
CN3400500000000,34,5,Burlington County,NJ,2016,233042,222708,10334,4.4
CN3400700000000,34,7,Camden County,NJ,2016,255629,241640,13989,5.5
CN3400900000000,34,9,Cape May County,NJ,2016,47219,42585,4634,9.8
CN3401100000000,34,11,Cumberland County,NJ,2016,67209,62184,5025,7.5
CN3401300000000,34,13,Essex County,NJ,2016,371140,348806,22334,6
CN3401500000000,34,15,Gloucester County,NJ,2016,150050,142467,7583,5.1
CN3401700000000,34,17,Hudson County,NJ,2016,361787,344904,16883,4.7
CN3401900000000,34,19,Hunterdon County,NJ,2016,65144,62693,2451,3.8
CN3402100000000,34,21,Mercer County,NJ,2016,199781,191137,8644,4.3
CN3402300000000,34,23,Middlesex County,NJ,2016,442447,422948,19499,4.4
CN3402500000000,34,25,Monmouth County,NJ,2016,331125,316454,14671,4.4
CN3402700000000,34,27,Morris County,NJ,2016,260506,250348,10158,3.9
CN3402900000000,34,29,Ocean County,NJ,2016,268849,254769,14080,5.2
CN3403100000000,34,31,Passaic County,NJ,2016,247829,232633,15196,6.1
CN3403300000000,34,33,Salem County,NJ,2016,30616,28673,1943,6.3
CN3403500000000,34,35,Somerset County,NJ,2016,173235,166213,7022,4.1
CN3403700000000,34,37,Sussex County,NJ,2016,75959,72391,3568,4.7
CN3403900000000,34,39,Union County,NJ,2016,277389,263055,14334,5.2
CN3404100000000,34,41,Warren County,NJ,2016,56886,54283,2603,4.6
CN3500100000000,35,1,Bernalillo County,NM,2016,324375,305434,18941,5.8
CN3500300000000,35,3,Catron County,NM,2016,1180,1083,97,8.2
CN3500500000000,35,5,Chaves County,NM,2016,27796,25903,1893,6.8
CN3500600000000,35,6,Cibola County,NM,2016,9124,8370,754,8.3
CN3500700000000,35,7,Colfax County,NM,2016,5753,5401,352,6.1
CN3500900000000,35,9,Curry County,NM,2016,21716,20607,1109,5.1
CN3501100000000,35,11,De Baca County,NM,2016,816,776,40,4.9
CN3501300000000,35,13,Dona Ana County,NM,2016,95001,88156,6845,7.2
CN3501500000000,35,15,Eddy County,NM,2016,28304,26430,1874,6.6
CN3501700000000,35,17,Grant County,NM,2016,12313,11505,808,6.6
CN3501900000000,35,19,Guadalupe County,NM,2016,1691,1581,110,6.5
CN3502100000000,35,21,Harding County,NM,2016,277,257,20,7.2
CN3502300000000,35,23,Hidalgo County,NM,2016,2195,2070,125,5.7
CN3502500000000,35,25,Lea County,NM,2016,27206,24627,2579,9.5
CN3502700000000,35,27,Lincoln County,NM,2016,8523,8009,514,6
CN3502800000000,35,28,Los Alamos County,NM,2016,8682,8315,367,4.2
CN3502900000000,35,29,Luna County,NM,2016,10565,9009,1556,14.7
CN3503100000000,35,31,McKinley County,NM,2016,24171,21879,2292,9.5
CN3503300000000,35,33,Mora County,NM,2016,2226,2029,197,8.8
CN3503500000000,35,35,Otero County,NM,2016,25230,23708,1522,6
CN3503700000000,35,37,Quay County,NM,2016,3188,2969,219,6.9
CN3503900000000,35,39,Rio Arriba County,NM,2016,16560,15319,1241,7.5
CN3504100000000,35,41,Roosevelt County,NM,2016,7987,7531,456,5.7
CN3504300000000,35,43,Sandoval County,NM,2016,62601,58425,4176,6.7
CN3504500000000,35,45,San Juan County,NM,2016,53752,48953,4799,8.9
CN3504700000000,35,47,San Miguel County,NM,2016,10984,10134,850,7.7
CN3504900000000,35,49,Santa Fe County,NM,2016,72574,68691,3883,5.4
CN3505100000000,35,51,Sierra County,NM,2016,4044,3699,345,8.5
CN3505300000000,35,53,Socorro County,NM,2016,6616,6121,495,7.5
CN3505500000000,35,55,Taos County,NM,2016,14676,13426,1250,8.5
CN3505700000000,35,57,Torrance County,NM,2016,5522,5018,504,9.1
CN3505900000000,35,59,Union County,NM,2016,1888,1810,78,4.1
CN3506100000000,35,61,Valencia County,NM,2016,29823,27669,2154,7.2
CN3600100000000,36,1,Albany County,NY,2016,158778,152357,6421,4
CN3600300000000,36,3,Allegany County,NY,2016,20184,18923,1261,6.2
CN3600500000000,36,5,Bronx County,NY,2016,609629,566258,43371,7.1
CN3600700000000,36,7,Broome County,NY,2016,85861,81217,4644,5.4
CN3600900000000,36,9,Cattaraugus County,NY,2016,35029,32959,2070,5.9
CN3601100000000,36,11,Cayuga County,NY,2016,36763,34912,1851,5
CN3601300000000,36,13,Chautauqua County,NY,2016,56388,53133,3255,5.8
CN3601500000000,36,15,Chemung County,NY,2016,36376,34316,2060,5.7
CN3601700000000,36,17,Chenango County,NY,2016,22916,21761,1155,5
CN3601900000000,36,19,Clinton County,NY,2016,35784,33870,1914,5.3
CN3602100000000,36,21,Columbia County,NY,2016,31541,30382,1159,3.7
CN3602300000000,36,23,Cortland County,NY,2016,23023,21718,1305,5.7
CN3602500000000,36,25,Delaware County,NY,2016,19333,18270,1063,5.5
CN3602700000000,36,27,Dutchess County,NY,2016,142780,136831,5949,4.2
CN3602900000000,36,29,Erie County,NY,2016,446601,424797,21804,4.9
CN3603100000000,36,31,Essex County,NY,2016,17274,16351,923,5.3
CN3603300000000,36,33,Franklin County,NY,2016,19811,18693,1118,5.6
CN3603500000000,36,35,Fulton County,NY,2016,23318,21992,1326,5.7
CN3603700000000,36,37,Genesee County,NY,2016,29892,28526,1366,4.6
CN3603900000000,36,39,Greene County,NY,2016,20613,19576,1037,5
CN3604100000000,36,41,Hamilton County,NY,2016,2377,2223,154,6.5
CN3604300000000,36,43,Herkimer County,NY,2016,28173,26637,1536,5.5
CN3604500000000,36,45,Jefferson County,NY,2016,45877,43019,2858,6.2
CN3604700000000,36,47,Kings County,NY,2016,1223044,1157960,65084,5.3
CN3604900000000,36,49,Lewis County,NY,2016,11755,10968,787,6.7
CN3605100000000,36,51,Livingston County,NY,2016,31218,29687,1531,4.9
CN3605300000000,36,53,Madison County,NY,2016,32770,31052,1718,5.2
CN3605500000000,36,55,Monroe County,NY,2016,363755,346753,17002,4.7
CN3605700000000,36,57,Montgomery County,NY,2016,22458,21184,1274,5.7
CN3605900000000,36,59,Nassau County,NY,2016,698999,671779,27220,3.9
CN3606100000000,36,61,New York County,NY,2016,918498,876869,41629,4.5
CN3606300000000,36,63,Niagara County,NY,2016,100789,94971,5818,5.8
CN3606500000000,36,65,Oneida County,NY,2016,101449,96534,4915,4.8
CN3606700000000,36,67,Onondaga County,NY,2016,221090,211147,9943,4.5
CN3606900000000,36,69,Ontario County,NY,2016,54880,52514,2366,4.3
CN3607100000000,36,71,Orange County,NY,2016,178440,170783,7657,4.3
CN3607300000000,36,73,Orleans County,NY,2016,17825,16814,1011,5.7
CN3607500000000,36,75,Oswego County,NY,2016,53521,50092,3429,6.4
CN3607700000000,36,77,Otsego County,NY,2016,28320,26937,1383,4.9
CN3607900000000,36,79,Putnam County,NY,2016,50438,48428,2010,4
CN3608100000000,36,81,Queens County,NY,2016,1166302,1113515,52787,4.5
CN3608300000000,36,83,Rensselaer County,NY,2016,81666,78193,3473,4.3
CN3608500000000,36,85,Richmond County,NY,2016,221061,209486,11575,5.2
CN3608700000000,36,87,Rockland County,NY,2016,152418,146063,6355,4.2
CN3608900000000,36,89,St. Lawrence County,NY,2016,43310,40463,2847,6.6
CN3609100000000,36,91,Saratoga County,NY,2016,117060,112619,4441,3.8
CN3609300000000,36,93,Schenectady County,NY,2016,75813,72545,3268,4.3
CN3609500000000,36,95,Schoharie County,NY,2016,14727,13933,794,5.4
CN3609700000000,36,97,Schuyler County,NY,2016,8291,7797,494,6
CN3609900000000,36,99,Seneca County,NY,2016,15517,14782,735,4.7
CN3610100000000,36,101,Steuben County,NY,2016,43224,40719,2505,5.8
CN3610300000000,36,103,Suffolk County,NY,2016,777585,743918,33667,4.3
CN3610500000000,36,105,Sullivan County,NY,2016,34094,32474,1620,4.8
CN3610700000000,36,107,Tioga County,NY,2016,23189,22005,1184,5.1
CN3610900000000,36,109,Tompkins County,NY,2016,50358,48279,2079,4.1
CN3611100000000,36,111,Ulster County,NY,2016,88256,84367,3889,4.4
CN3611300000000,36,113,Warren County,NY,2016,31981,30304,1677,5.2
CN3611500000000,36,115,Washington County,NY,2016,28481,27159,1322,4.6
CN3611700000000,36,117,Wayne County,NY,2016,44244,42055,2189,4.9
CN3611900000000,36,119,Westchester County,NY,2016,479385,459013,20372,4.2
CN3612100000000,36,121,Wyoming County,NY,2016,18165,17203,962,5.3
CN3612300000000,36,123,Yates County,NY,2016,11761,11242,519,4.4
CN3700100000000,37,1,Alamance County,NC,2016,78973,75236,3737,4.7
CN3700300000000,37,3,Alexander County,NC,2016,17910,17143,767,4.3
CN3700500000000,37,5,Alleghany County,NC,2016,4461,4213,248,5.6
CN3700700000000,37,7,Anson County,NC,2016,10777,10156,621,5.8
CN3700900000000,37,9,Ashe County,NC,2016,12559,11953,606,4.8
CN3701100000000,37,11,Avery County,NC,2016,7650,7264,386,5
CN3701300000000,37,13,Beaufort County,NC,2016,20429,19267,1162,5.7
CN3701500000000,37,15,Bertie County,NC,2016,8537,7969,568,6.7
CN3701700000000,37,17,Bladen County,NC,2016,14723,13703,1020,6.9
CN3701900000000,37,19,Brunswick County,NC,2016,49758,46600,3158,6.3
CN3702100000000,37,21,Buncombe County,NC,2016,134843,129660,5183,3.8
CN3702300000000,37,23,Burke County,NC,2016,40123,38173,1950,4.9
CN3702500000000,37,25,Cabarrus County,NC,2016,101069,96492,4577,4.5
CN3702700000000,37,27,Caldwell County,NC,2016,36070,34200,1870,5.2
CN3702900000000,37,29,Camden County,NC,2016,4636,4393,243,5.2
CN3703100000000,37,31,Carteret County,NC,2016,31737,30100,1637,5.2
CN3703300000000,37,33,Caswell County,NC,2016,9729,9199,530,5.4
CN3703500000000,37,35,Catawba County,NC,2016,76722,73082,3640,4.7
CN3703700000000,37,37,Chatham County,NC,2016,34224,32773,1451,4.2
CN3703900000000,37,39,Cherokee County,NC,2016,11134,10506,628,5.6
CN3704100000000,37,41,Chowan County,NC,2016,5648,5288,360,6.4
CN3704300000000,37,43,Clay County,NC,2016,4073,3855,218,5.4
CN3704500000000,37,45,Cleveland County,NC,2016,46944,44372,2572,5.5
CN3704700000000,37,47,Columbus County,NC,2016,22778,21320,1458,6.4
CN3704900000000,37,49,Craven County,NC,2016,41857,39659,2198,5.3
CN3705100000000,37,51,Cumberland County,NC,2016,127861,119766,8095,6.3
CN3705300000000,37,53,Currituck County,NC,2016,12941,12273,668,5.2
CN3705500000000,37,55,Dare County,NC,2016,20069,18716,1353,6.7
CN3705700000000,37,57,Davidson County,NC,2016,79790,75937,3853,4.8
CN3705900000000,37,59,Davie County,NC,2016,20154,19243,911,4.5
CN3706100000000,37,61,Duplin County,NC,2016,26718,25288,1430,5.4
CN3706300000000,37,63,Durham County,NC,2016,160846,153616,7230,4.5
CN3706500000000,37,65,Edgecombe County,NC,2016,22849,20882,1967,8.6
CN3706700000000,37,67,Forsyth County,NC,2016,182356,173486,8870,4.9
CN3706900000000,37,69,Franklin County,NC,2016,29641,28115,1526,5.1
CN3707100000000,37,71,Gaston County,NC,2016,106346,100745,5601,5.3
CN3707300000000,37,73,Gates County,NC,2016,5193,4925,268,5.2
CN3707500000000,37,75,Graham County,NC,2016,3092,2819,273,8.8
CN3707700000000,37,77,Granville County,NC,2016,29357,28086,1271,4.3
CN3707900000000,37,79,Greene County,NC,2016,9573,9072,501,5.2
CN3708100000000,37,81,Guilford County,NC,2016,258800,245306,13494,5.2
CN3708300000000,37,83,Halifax County,NC,2016,20806,19151,1655,8
CN3708500000000,37,85,Harnett County,NC,2016,51533,48579,2954,5.7
CN3708700000000,37,87,Haywood County,NC,2016,28534,27235,1299,4.6
CN3708900000000,37,89,Henderson County,NC,2016,52357,50135,2222,4.2
CN3709100000000,37,91,Hertford County,NC,2016,9388,8775,613,6.5
CN3709300000000,37,93,Hoke County,NC,2016,19973,18671,1302,6.5
CN3709500000000,37,95,Hyde County,NC,2016,2137,1936,201,9.4
CN3709700000000,37,97,Iredell County,NC,2016,84995,80955,4040,4.8
CN3709900000000,37,99,Jackson County,NC,2016,18839,17827,1012,5.4
CN3710100000000,37,101,Johnston County,NC,2016,91112,86893,4219,4.6
CN3710300000000,37,103,Jones County,NC,2016,4603,4361,242,5.3
CN3710500000000,37,105,Lee County,NC,2016,26239,24698,1541,5.9
CN3710700000000,37,107,Lenoir County,NC,2016,27855,26208,1647,5.9
CN3710900000000,37,109,Lincoln County,NC,2016,41962,40011,1951,4.6
CN3711100000000,37,111,McDowell County,NC,2016,21161,20148,1013,4.8
CN3711300000000,37,113,Macon County,NC,2016,15281,14460,821,5.4
CN3711500000000,37,115,Madison County,NC,2016,9757,9281,476,4.9
CN3711700000000,37,117,Martin County,NC,2016,9889,9222,667,6.7
CN3711900000000,37,119,Mecklenburg County,NC,2016,585312,557897,27415,4.7
CN3712100000000,37,121,Mitchell County,NC,2016,6225,5843,382,6.1
CN3712300000000,37,123,Montgomery County,NC,2016,11790,11179,611,5.2
CN3712500000000,37,125,Moore County,NC,2016,39463,37485,1978,5
CN3712700000000,37,127,Nash County,NC,2016,44072,41173,2899,6.6
CN3712900000000,37,129,New Hanover County,NC,2016,116676,111212,5464,4.7
CN3713100000000,37,131,Northampton County,NC,2016,7925,7349,576,7.3
CN3713300000000,37,133,Onslow County,NC,2016,63729,60231,3498,5.5
CN3713500000000,37,135,Orange County,NC,2016,75443,72225,3218,4.3
CN3713700000000,37,137,Pamlico County,NC,2016,5404,5118,286,5.3
CN3713900000000,37,139,Pasquotank County,NC,2016,17468,16366,1102,6.3
CN3714100000000,37,141,Pender County,NC,2016,26687,25278,1409,5.3
CN3714300000000,37,143,Perquimans County,NC,2016,5165,4834,331,6.4
CN3714500000000,37,145,Person County,NC,2016,18193,17199,994,5.5
CN3714700000000,37,147,Pitt County,NC,2016,88381,83496,4885,5.5
CN3714900000000,37,149,Polk County,NC,2016,8881,8468,413,4.7
CN3715100000000,37,151,Randolph County,NC,2016,67156,63870,3286,4.9
CN3715300000000,37,153,Richmond County,NC,2016,16883,15705,1178,7
CN3715500000000,37,155,Robeson County,NC,2016,50767,46749,4018,7.9
CN3715700000000,37,157,Rockingham County,NC,2016,41359,39034,2325,5.6
CN3715900000000,37,159,Rowan County,NC,2016,65327,61737,3590,5.5
CN3716100000000,37,161,Rutherford County,NC,2016,24946,23278,1668,6.7
CN3716300000000,37,163,Sampson County,NC,2016,29801,28180,1621,5.4
CN3716500000000,37,165,Scotland County,NC,2016,11693,10620,1073,9.2
CN3716700000000,37,167,Stanly County,NC,2016,29427,28059,1368,4.6
CN3716900000000,37,169,Stokes County,NC,2016,22110,21054,1056,4.8
CN3717100000000,37,171,Surry County,NC,2016,33771,32153,1618,4.8
CN3717300000000,37,173,Swain County,NC,2016,7224,6785,439,6.1
CN3717500000000,37,175,Transylvania County,NC,2016,14009,13327,682,4.9
CN3717700000000,37,177,Tyrrell County,NC,2016,1519,1391,128,8.4
CN3717900000000,37,179,Union County,NC,2016,116393,111340,5053,4.3
CN3718100000000,37,181,Vance County,NC,2016,18079,16779,1300,7.2
CN3718300000000,37,183,Wake County,NC,2016,558950,535269,23681,4.2
CN3718500000000,37,185,Warren County,NC,2016,7240,6713,527,7.3
CN3718700000000,37,187,Washington County,NC,2016,4921,4556,365,7.4
CN3718900000000,37,189,Watauga County,NC,2016,27991,26745,1246,4.5
CN3719100000000,37,191,Wayne County,NC,2016,53697,50569,3128,5.8
CN3719300000000,37,193,Wilkes County,NC,2016,30285,28833,1452,4.8
